the,most,ill-conceived,animated,comedy,since,the,1991,dog,rover,dangerfield,.,0,0,correct,,,,,,,,,,,,,,,,,,
1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
duvall,is,strong,as,always,.,1,1,correct,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
an,enjoyable,above,average,summer,diversion,.,1,1,correct,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
solid,",",lump-in-the-throat,family,entertainment,that,derives,its,power,by,sticking,to,the,facts,.,1,1,correct,,,,,,,,,,,,,,,
1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
for,the,most,part,",",director,anne-sophie,birot,'s,first,feature,is,a,sensitive,",",extraordinarily,well-acted,drama,.,1,1,correct,,,,,,,,,,,
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,
another,boorish,movie,from,the,i-heard-a-joke-,at-a-frat-party,school,of,screenwriting,.,0,0,correct,,,,,,,,,,,,,,,,,,,
1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
delightfully,rendered,1,1,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
there,is,more,than,one,joke,about,putting,the,toilet,seat,down,.,and,that,should,tell,you,everything,you,need,to,know,about,all,the,queen,'s,men,.,1,0,wrong
1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,
pretty,much,sucks,",",but,has,a,funny,moment,or,two,.,0,0,correct,,,,,,,,,,,,,,,,,,
1,1,1,0,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
it,certainly,wo,n't,win,any,awards,in,the,plot,department,but,it,sets,out,with,no,pretensions,and,delivers,big,time,.,1,1,correct,,,,,,,
0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,,,,,,,,,,
if,the,film,fails,to,fulfill,its,own,ambitious,goals,",",it,nonetheless,sustains,interest,during,the,long,build-up,of,expository,material,.,0,1,wrong,,,,,,,
1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,
the,wwii,drama,is,well,plotted,",",visually,striking,and,filled,with,enjoyably,complex,characters,who,are,never,what,they,first,appear,.,1,1,correct,,,,,,,
0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,
notorious,c,.,h,.,o,.,has,oodles,of,vulgar,highlights,.,0,1,wrong,,,,,,,,,,,,,,,,,
1,0,0,0,0,0,0,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,
this,slow-moving,swedish,film,offers,not,even,a,hint,of,joy,",",preferring,to,focus,on,the,humiliation,of,martin,as,he,defecates,in,bed,and,urinates,on,the,plants,0,0,correct
1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,,,
from,the,big,giant,titles,of,the,opening,credits,to,elmer,bernstein,'s,perfectly,melodic,score,",",haynes,gets,just,about,everything,right,.,0,1,wrong,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,,,,,,,,,
for,all,its,visual,panache,and,compelling,supporting,characters,",",the,heart,of,the,film,rests,in,the,relationship,between,sullivan,and,his,son,.,1,1,correct,,,,,
1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,,,,,,,,
unlike,most,surf,movies,",",blue,crush,thrillingly,uses,modern,technology,to,take,the,viewer,inside,the,wave,.,by,the,end,you,ca,n't,help,but,feel,'stoked,.,1,1,correct
1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,
lawrence,preaches,strictly,to,the,converted,.,0,0,correct,,,,,,,,,,,,,,,,,,,,,,,
0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
highlighted,by,a,gritty,style,and,an,excellent,cast,",",it,'s,better,than,one,might,expect,when,you,look,at,the,list,of,movies,starring,ice-t,in,a,major,1,1,correct
1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,
the,continued,good,chemistry,between,carmen,and,juni,is,what,keeps,this,slightly,disappointing,sequel,going,",",with,enough,amusing,banter,--,blessedly,curse-free,--,to,keep,both,kids,and,0,1,wrong
1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,,,
feels,like,one,of,those,contrived,",",only-in,#NAME?,productions,where,name,actors,deliver,big,performances,created,for,the,sole,purpose,of,generating,oscar,talk,.,0,0,correct,,,,
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
uneven,but,a,lot,of,fun,.,1,1,correct,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
it,'s,clear,why,deuces,wild,",",which,was,shot,two,years,ago,",",has,been,gathering,dust,on,mgm,'s,shelf,.,0,0,correct,,,,,,,
1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,,,,,,,,,,
a,fine,film,",",but,it,would,be,a,lot,better,if,it,stuck,to,betty,fisher,and,left,out,the,other,stories,.,0,1,wrong,,,,,,
1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,
die,another,day,is,only,intermittently,entertaining,but,it,'s,hard,not,to,be,a,sucker,for,its,charms,",",or,perhaps,it,'s,just,impossible,not,to,feel,nostalgia,0,0,correct
0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,,,
if,you,'re,not,fans,of,the,adventues,of,steve,and,terri,",",you,should,avoid,this,like,the,dreaded,king,brown,snake,.,personally,",",i,'d,rather,watch,0,0,correct
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,,,
that,dogged,good,will,of,the,parents,and,'vain,',jia,'s,defoliation,of,ego,",",make,the,film,touching,despite,some,doldrums,.,1,1,correct,,,,,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,,,,,,,,,
the,smartest,bonehead,comedy,of,the,summer,.,0,1,wrong,,,,,,,,,,,,,,,,,,,,,,
1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
a,depressingly,retrograde,",",'post-feminist,',romantic,comedy,that,takes,an,astonishingly,condescending,attitude,toward,women,.,0,0,correct,,,,,,,,,,,,,
1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,
a,wildly,entertaining,scan,of,evans,',career,.,1,1,correct,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
there,is,little,question,that,this,is,a,serious,work,by,an,important,director,who,has,something,new,to,say,about,how,",",in,the,flip-flop,of,courtship,",",we,0,1,wrong
1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
it,virtually,defines,a,comedy,that,'s,strongly,mediocre,",",with,funny,bits,surfacing,every,once,in,a,while,.,0,0,correct,,,,,,,,,,
1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
releasing,a,film,with,the,word,'dog,',in,its,title,in,january,lends,itself,to,easy,jokes,and,insults,",",and,snow,dogs,deserves,every,single,one,of,them,0,0,correct
0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,
diverting,french,comedy,in,which,a,husband,has,to,cope,with,the,pesky,moods,of,jealousy,.,0,1,wrong,,,,,,,,,,,,,
1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
opening,with,some,contrived,banter,",",cliches,and,some,loose,ends,",",the,screenplay,only,comes,into,its,own,in,the,second,half,.,0,1,wrong,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,,,,,,,,,
not,only,does,the,movie,fail,to,make,us,part,of,its,reality,",",it,fails,the,most,basic,relevancy,test,as,well,.,0,0,correct,,,,,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,,,,,,,,,
nothing,but,one,relentlessly,depressing,situation,after,another,for,its,entire,running,time,",",something,that,you,could,easily,be,dealing,with,right,now,in,your,lives,.,0,0,correct,,
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
combines,a,comically,dismal,social,realism,with,a,farcically,bawdy,fantasy,of,redemption,and,regeneration,.,1,1,correct,,,,,,,,,,,,,,
1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
an,impressive,hybrid,.,1,1,correct,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
if,your,taste,runs,to,'difficult,',films,you,absolutely,ca,n't,miss,it,.,0,1,wrong,,,,,,,,,,,,,,,
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,
it,'s,just,plain,lurid,when,it,is,n't,downright,silly,.,0,0,correct,,,,,,,,,,,,,,,,,,
1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
the,film,is,insightful,about,kissinger,'s,background,and,history,.,1,1,correct,,,,,,,,,,,,,,,,,,,
0,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
with,so,many,bad,romances,out,there,",",this,is,the,kind,of,movie,that,deserves,a,chance,to,shine,.,1,1,correct,,,,,,,,,
0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,
like,most,of,jaglom,'s,films,",",some,of,it,is,honestly,affecting,",",but,more,of,it,seems,contrived,and,secondhand,.,0,0,correct,,,,,,,
0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,,,,,,,,,,
long,before,it,'s,over,",",you,'ll,be,thinking,of,51,ways,to,leave,this,loser,.,0,0,correct,,,,,,,,,,,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,
'men,in,black,ii,creates,a,new,threat,for,the,mib,",",but,recycles,the,same,premise,.,0,0,correct,,,,,,,,,,,,
0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,,,,,,,,,,,,,,,
a,film,that,is,a,portrait,of,grace,in,an,imperfect,world,.,1,1,correct,,,,,,,,,,,,,,,,,
1,0,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
according,to,the,script,",",grant,and,bullock,'s,characters,are,made,for,each,other,.,but,you,'d,never,guess,that,from,the,performances,.,0,0,correct,,,,
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,,,,,
it,'s,a,grab,bag,of,genres,that,do,n't,add,up,to,a,whole,lot,of,sense,.,0,0,correct,,,,,,,,,,,
0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,
adam,sandler,'s,8,crazy,nights,is,75,wasted,minutes,of,sandler,as,the,voice-over,hero,in,columbia,pictures,',perverse,idea,of,an,animated,holiday,movie,.,0,0,correct,,
0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,
handsome,and,sincere,but,slightly,awkward,in,its,combination,of,entertainment,and,evangelical,boosterism,.,0,0,correct,,,,,,,,,,,,,,,
1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
a,blair,witch-,style,adventure,that,plays,like,a,bad,soap,opera,",",with,passable,performances,from,everyone,in,the,cast,.,0,0,correct,,,,,,,,
1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,
a,poignant,lyricism,runs,through,balzac,and,the,little,chinese,seamstress,that,transforms,this,story,about,love,and,culture,into,a,cinematic,poem,.,1,1,correct,,,,,,
0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,,,,,,,,,
elling,really,is,about,a,couple,of,crazy,guys,",",and,it,'s,therapeutic,to,laugh,along,with,them,.,0,1,wrong,,,,,,,,,,
1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,
while,not,all,that,bad,of,a,movie,",",it,'s,nowhere,near,as,good,as,the,original,.,0,1,wrong,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,
elmo,touts,his,drug,as,being,51,times,stronger,than,coke,.,if,you,'re,looking,for,a,tale,of,brits,behaving,badly,",",watch,snatch,again,.,it,'s,0,0,correct
0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,,,
too,infuriatingly,quirky,and,taken,with,its,own,style,.,1,0,wrong,,,,,,,,,,,,,,,,,,,,
1,1,1,0,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
it,thankfully,goes,easy,on,the,reel/real,world,dichotomy,that,[,jaglom,],pursued,with,such,enervating,determination,in,venice/venice,.,1,1,correct,,,,,,,,,
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,
it,'s,impossible,to,even,categorize,this,as,a,smutty,guilty,pleasure,.,0,0,correct,,,,,,,,,,,,,,,,,
1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
cuba,gooding,jr,.,valiantly,mugs,his,way,through,snow,dogs,",",but,even,his,boisterous,energy,fails,to,spark,this,leaden,comedy,.,0,0,correct,,,,,,
0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,,,,,,,,,
it,'s,a,lot,to,ask,people,to,sit,still,for,two,hours,and,change,watching,such,a,character,",",especially,when,rendered,in,as,flat,and,impassive,a,manner,0,0,correct
1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,,,
the,stripped-down,approach,does,give,the,film,a,certain,timeless,quality,",",but,the,measured,pace,and,lack,of,dramatic,inflection,can,also,seem,tedious,.,0,0,correct,,,,
1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,,,,,,,
the,people,in,abc,africa,are,treated,as,docile,",",mostly,wordless,ethnographic,extras,.,0,0,correct,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,
a,flick,about,our,infantilized,culture,that,is,n't,entirely,infantile,.,0,1,wrong,,,,,,,,,,,,,,,,,,
1,1,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
the,skirmishes,for,power,waged,among,victims,and,predators,settle,into,an,undistinguished,rhythm,of,artificial,suspense,.,0,0,correct,,,,,,,,,,,,
1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,
``,analyze,that,``,is,one,of,those,crass,",",contrived,sequels,that,not,only,fails,on,its,own,",",but,makes,you,second-guess,your,affection,for,the,original,.,0,0,correct
1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
the,screenplay,is,hugely,overwritten,",",with,tons,and,tons,of,dialogue,--,most,of,it,given,to,children,.,1,0,wrong,,,,,,,,,,
1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
it,helps,that,lil,bow,wow,.,.,.,tones,down,his,pint-sized,gangsta,act,to,play,someone,who,resembles,a,real,kid,.,0,1,wrong,,,,,,
1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,
consider,the,film,a,celluloid,litmus,test,for,the,intellectual,and,emotional,pedigree,of,your,date,and,a,giant,step,backward,for,a,director,i,admire,.,1,0,wrong,,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,,,,,,
bigelow,offers,some,flashy,twists,and,turns,that,occasionally,fortify,this,turgid,fable,.,but,for,the,most,part,",",the,weight,of,water,comes,off,as,a,two-way,time-switching,0,0,correct
0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,,,
nachtwey,clears,the,cynicism,right,out,of,you,.,he,makes,you,realize,that,deep,inside,righteousness,can,be,found,a,tough,beauty,.,1,1,correct,,,,,,
0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
solondz,is,so,intent,on,hammering,home,his,message,that,he,forgets,to,make,it,entertaining,.,0,1,wrong,,,,,,,,,,,,,
1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,
five,screenwriters,are,credited,with,the,cliché-laden,screenplay,;,it,seems,as,if,each,watered,down,the,version,of,the,one,before,.,0,0,correct,,,,,,,
0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,
yes,",",4ever,is,harmless,in,the,extreme,and,it,'ll,mute,your,kids,for,nearly,80,minutes,",",but,why,not,just,treat,the,little,yard,apes,to,the,0,0,correct
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,
bouquet,gives,a,performance,that,is,masterly,.,1,1,correct,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
big,fat,liar,is,little,more,than,home,alone,raised,to,a,new,",",self-deprecating,level,.,0,0,correct,,,,,,,,,,,,,
0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,
a,recipe,for,cinematic,disaster,.,.,.,part,quentin,tarantino,",",part,guy,ritchie,",",and,part,1960s,spy,spoof,",",it,'s,all,bad,.,0,0,correct,,,
1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,,,,,,
the,film,is,often,filled,with,a,sense,of,pure,wonderment,and,excitement,not,often,seen,in,today,'s,cinema,du,sarcasm,1,1,correct,,,,,,,,
1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
full,of,flatulence,jokes,and,mild,sexual,references,",",kung,pow,!,is,the,kind,of,movie,that,'s,critic-proof,",",simply,because,it,aims,so,low,.,0,0,correct,,
1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,,,,,
like,a,grinning,jack,o,',lantern,",",its,apparent,glee,is,derived,from,a,lobotomy,",",having,had,all,its,vital,essence,scooped,out,and,discarded,.,0,0,correct,,
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,,,,,
you,watch,for,that,sense,of,openness,",",the,little,surprises,.,0,1,wrong,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
standing,in,the,shadows,of,motown,is,the,best,kind,of,documentary,",",one,that,makes,a,depleted,yesterday,feel,very,much,like,a,brand-new,tomorrow,.,1,1,correct,,,
0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,
the,only,thing,to,fear,about,``,fear,dot,com,``,is,hitting,your,head,on,the,theater,seat,in,front,of,you,when,you,doze,off,thirty,minutes,into,0,0,correct
0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
here,'s,a,case,of,two,actors,who,do,everything,humanly,possible,to,create,characters,who,are,sweet,and,believable,",",and,are,defeated,by,a,screenplay,that,forces,them,1,0,wrong
1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,,,
once,ice-t,sticks,his,mug,in,the,window,of,the,couple,'s,bmw,and,begins,haranguing,the,wife,in,bad,stage,dialogue,",",all,credibility,flies,out,the,window,.,0,0,correct
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,,,
clare,peploe,'s,airless,movie,adaptation,could,use,a,little,american,pie-like,irreverence,.,0,0,correct,,,,,,,,,,,,,,,,
0,0,1,1,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
britney,'s,performance,can,not,be,faulted,.,lucy,'s,a,dull,girl,",",that,'s,all,.,0,0,correct,,,,,,,,,,,,
0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,,,,,,,,,,,,,,,
part,of,the,charm,of,satin,rouge,is,that,it,avoids,the,obvious,with,humour,and,lightness,.,1,1,correct,,,,,,,,,,,,
1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
mais,um,momento,inspirado,de,david,fincher,.,0,1,wrong,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
either,a,fascinating,study,of,the,relationship,between,mothers,and,their,children,or,a,disturbing,story,about,sociopaths,and,their,marks,.,1,1,correct,,,,,,,,
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
[,shyamalan,],turns,the,goose-pimple,genre,on,its,empty,head,and,fills,it,with,spirit,",",purpose,and,emotionally,bruised,characters,who,add,up,to,more,than,body,count,1,1,correct
0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,,,
it,'s,the,type,of,film,about,growing,up,that,we,do,n't,see,often,enough,these,days,:,realistic,",",urgent,",",and,not,sugarcoated,in,the,least,.,1,1,correct
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,,,
in,the,disturbingly,involving,family,dysfunctional,drama,how,i,killed,my,father,",",french,director,anne,fontaine,delivers,an,inspired,portrait,of,male-ridden,angst,and,the,emotional,blockage,that,accompanies,1,1,correct
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,,,
fessenden,continues,to,do,interesting,work,",",and,it,would,be,nice,to,see,what,he,could,make,with,a,decent,budget,.,but,the,problem,with,wendigo,",",for,0,0,correct
0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,,,
confessions,is,n't,always,coherent,",",but,it,'s,sharply,comic,and,surprisingly,touching,",",so,hold,the,gong,.,1,1,correct,,,,,,,,,,
0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,,,,,,,,,,,,,
.,.,.,an,hour-and-a-half,of,inoffensive,",",unmemorable,filler,.,0,0,correct,,,,,,,,,,,,,,,,,,,
0,0,0,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
the,logic,of,it,all,will,be,greek,to,anyone,not,predisposed,to,the,movie,'s,rude,and,crude,humor,.,0,0,correct,,,,,,,,,
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,
ya-yas,everywhere,will,forgive,the,flaws,and,love,the,film,.,1,1,correct,,,,,,,,,,,,,,,,,,,
0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
an,interesting,psychological,game,of,cat-and-mouse,",",three-dimensional,characters,and,believable,performances,all,add,up,to,a,satisfying,crime,drama,.,1,1,correct,,,,,,,,,
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,,,,,,,,,,,,
the,modern,remake,of,dumas,'s,story,is,long,on,narrative,and,(,too,),short,on,action,.,0,1,wrong,,,,,,,,,,,
0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,
its,strengths,and,weaknesses,play,off,each,other,virtually,to,a,stand-off,",",with,the,unfortunate,trump,card,being,the,dreary,mid-section,of,the,film,.,0,0,correct,,,,
0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,
it,seems,grant,does,n't,need,the,floppy,hair,and,the,self-deprecating,stammers,after,all,.,0,1,wrong,,,,,,,,,,,,,,
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
to,build,a,feel-good,fantasy,around,a,vain,dictator-madman,is,off-putting,",",to,say,the,least,",",not,to,mention,inappropriate,and,wildly,undeserved,.,0,0,correct,,,,,
1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,,,,,,,,
an,essentially,awkward,version,of,the,lightweight,female,empowerment,picture,we,'ve,been,watching,for,decades,0,0,correct,,,,,,,,,,,,,,
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
because,the,film,deliberately,lacks,irony,",",it,has,a,genuine,dramatic,impact,;,it,plays,like,a,powerful,1957,drama,we,'ve,somehow,never,seen,before,.,1,1,correct,,
1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,
falsehoods,pile,up,",",undermining,the,movie,'s,reality,and,stifling,its,creator,'s,comic,voice,.,0,0,correct,,,,,,,,,,,,,
0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
a,no-holds-barred,cinematic,treat,.,1,1,correct,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,light,",",engaging,comedy,that,fumbles,away,almost,all,of,its,accumulated,enjoyment,with,a,crucial,third,act,miscalculation,.,1,0,wrong,,,,,,,,,
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,
culkin,",",who,'s,in,virtually,every,scene,",",shines,as,a,young,man,who,uses,sarcastic,lies,like,a,shield,.,1,1,correct,,,,,,,,
0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
to,say,analyze,that,is,de,niro,'s,best,film,since,meet,the,parents,sums,up,the,sad,state,of,his,recent,career,.,1,0,wrong,,,,,,
0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,,,,,,,,
this,is,a,fragmented,film,",",once,a,good,idea,that,was,followed,by,the,bad,idea,to,turn,it,into,a,movie,.,0,0,correct,,,,,,
1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,
